id,listing_id,url,source,residential_complex_id,residential_complex_name,rooms,area,living_area,kitchen_area,floor,total_floors,price_usd,price_local,price_per_m2,house_type,year_built,building_series,ceiling_height,condition,bathroom,balcony,parking,furniture,floor_type,heating,security,internet,documents,offer_type,address,district,latitude,longitude,parsed_at,updated_at,is_active
1704,1008388166,https://krisha.kz/a/show/1008388166?srchid=019b7a23-b115-7b9f-b72e-176c653b507b&srchtype=filter&srchpos=5767,krisha.kz,,Sardar Family,2,54.0,,10.0,10.0,16.0,64844,33000000,1200,монолитный,2025,,3.0,,,,паркинг,,,,,,,,Сафуан Шаймерденов 4/1,Сарайшык р-н,51.108932396208,71.531606308609,2026-01-04T01:45:01.663733,2026-01-06T23:35:01.405071,1
1705,1008182929,https://krisha.kz/a/show/1008182929?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=9721,krisha.kz,,Aiva,1,42.4,,11.75,7.0,9.0,56002,28500000,1320,монолитный,2023,,2.85,свежий ремонт,совмещенный,балкон,паркинг,полностью,ламинат,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",,,,E-669 13 — Улы дала,Есильский р-н,51.08749,71.481355,2026-01-04T01:26:24.678649,,1
1706,1008235664,https://krisha.kz/a/show/1008235664?srchid=019b7a23-b115-7b9f-b72e-176c653b507b&srchtype=filter&srchpos=6998,krisha.kz,,Qasiet,2,60.0,,,2.0,12.0,72704,37000000,1211,монолитный,2021,,3.0,,,лоджия,паркинг,,,,,,,,Райымбек батыр 2,Сарайшык р-н,51.115008394963,71.467569886314,2026-01-04T02:12:53.565493,2026-01-06T23:35:01.460223,1
1707,1006795341,https://krisha.kz/a/show/1006795341,krisha.kz,,,3,138.0,,,9.0,10.0,178813,91000000,1295,,2020,,,,2 с/у и более,,,без мебели,,,"домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон, консьерж",,,,Алиева 3,,51.098974319747,71.411759186868,2026-01-04T01:26:48.424036,,1
1708,1006130536,https://krisha.kz/a/show/1006130536?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=9041,krisha.kz,,Мирас-2,1,39.0,,8.0,6.0,13.0,44212,22500000,1133,кирпичный,2015,,3.0,,совмещенный,несколько балконов или лоджий,паркинг,полностью,,,,,,,Косшыгулулы 3/1,Сарыарка р-н,51.167124653275,71.391900772654,2026-01-04T01:26:59.161461,,1
1709,693768535,https://krisha.kz/a/show/693768535?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=5321,krisha.kz,,Азат-2,3,80.0,,,7.0,10.0,66808,33999500,835,кирпичный,2012,,2.7,,раздельный,балкон,паркинг,полностью,ламинат,,"домофон, видеонаблюдение",,,,Манаса 22/1,Алматы р-н,51.162430966499,71.498285067712,2026-01-04T01:27:11.546145,,1
1710,1006772927,https://krisha.kz/a/show/1006772927,krisha.kz,,Времена года. Зима,3,78.0,,,8.0,15.0,102179,52000000,1309,монолитный,2017,,2.8,,совмещенный,лоджия,паркинг,полностью,ламинат,,"решетки на окнах, охрана, домофон, сигнализация, видеонаблюдение",,,,Кабанбай батыра 46 Б — Керей Жәнібек хандар,Есильский р-н,51.114865,71.412391,2026-01-04T15:38:55.631505,2026-01-06T23:35:02.952379,1
1711,1004897226,https://krisha.kz/a/show/1004897226?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=16236,krisha.kz,,Tumar Club,3,96.0,,12.0,7.0,9.0,157198,80000000,1637,монолитный,2025,,3.0,,2 с/у и более,несколько балконов или лоджий,паркинг,без мебели,,,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",,,,Анет Баба 4,Нура р-н,51.132763300402,71.385313810651,2026-01-04T01:27:37.530198,,1
1712,1008260082,https://krisha.kz/a/show/1008260082?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=5404,krisha.kz,,Bolashak Comfort,2,72.53,,12.55,3.0,12.0,57967,29500000,799,кирпичный,2026,,2.7,,,,паркинг,,,,,,,,Тауелсиздик 34/8 — Дворец школьников.Астана Молл,Алматы р-н,51.139311547381,71.468840032984,2026-01-04T06:59:40.641094,2026-01-06T23:35:02.012399,1
1713,1005842294,https://krisha.kz/a/show/1005842294?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=1085,krisha.kz,,Хайвил Астана,5,212.0,,,,,392994,199999000,1853,,2015,,3.0,,2 с/у и более,,паркинг,полностью,,,"охрана, кодовый замок, сигнализация, видеонаблюдение, видеодомофон, консьерж",,,,Байтурсынова 9 — Инвиктус,Сарайшык р-н,51.125754092921,71.467904224622,2026-01-04T11:34:02.111355,2026-01-06T23:35:02.517821,1
1714,1005742820,https://krisha.kz/a/show/1005742820?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=962,krisha.kz,,Мирный дом,2,43.5,,21.0,4.0,23.0,58949,30000000,1355,монолитный,2024,,2.75,свежий ремонт,совмещенный,балкон,рядом охраняемая стоянка,полностью,ламинат,,"домофон, видеонаблюдение",,,,Султан Бейбарс 12,Сарыарка р-н,51.171525,71.367664,2026-01-04T01:28:22.704524,,1
1715,675555040,https://krisha.kz/a/show/675555040?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=993,krisha.kz,,Premier Palace,3,104.0,,,8.0,12.0,151303,77000000,1454,монолитный,2019,,3.3,свежий ремонт,2 с/у и более,лоджия,паркинг,полностью,ламинат,,"охрана, домофон, кодовый замок, видеонаблюдение, консьерж",,,,Нажимеденова 12,Алматы р-н,51.118471435254,71.47464769577,2026-01-04T07:59:18.136514,2026-01-06T23:35:02.118761,1
1716,1008379167,https://krisha.kz/a/show/1008379167?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=347,krisha.kz,,,2,70.0,,,,,90389,46000000,1291,монолитный,2021,,,,,,,,,,,,,,"мкр Уркер, Асфендиярова 3",Нура р-н,51.132508,71.378444,2026-01-04T01:28:41.022228,,1
1717,1008298089,https://krisha.kz/a/show/1008298089,krisha.kz,,Sani Towers,3,66.2,,,3.0,21.0,74079,37700000,1119,монолитный,2021,,2.7,свежий ремонт,,,паркинг,,,,,,,,Ш. Айтматова 53 — Шоссе Коргалжын,Нура р-н,51.149304458341,71.367770566662,2026-01-04T01:28:50.749446,,1
1718,1006801155,https://krisha.kz/a/show/1006801155?srchid=019b7a23-b115-7b9f-b72e-176c653b507b&srchtype=filter&srchpos=930,krisha.kz,,Коркем Tower,1,39.0,,9.0,8.0,23.0,45194,23000000,1158,монолитный,2021,,2.8,"не новый, но аккуратный ремонт",совмещенный,несколько балконов или лоджий,паркинг,полностью,ламинат,,"домофон, видеонаблюдение, консьерж",,,,Чингиз Айтматов — Сыганак,Нура р-н,51.131360138056,71.363365056668,2026-01-04T13:24:34.136359,2026-01-06T23:35:02.708022,1
1719,761049952,https://krisha.kz/a/show/761049952?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=2135,krisha.kz,,Qaiyndy 2,1,36.0,,,1.0,12.0,42247,21500000,1173,,2025,,,,,,,,,,,,,,Чингиза Айтматова,Нура р-н,51.166606,71.370242,2026-01-04T01:29:08.095249,,1
1720,1007134938,https://krisha.kz/a/show/1007134938?srchid=019b7a65-053f-7c09-b6ca-4d3c225ac156&srchtype=filter&srchpos=10175,krisha.kz,,GreenLine.Flora 2,3,102.0,,,5.0,9.0,245622,125000000,2408,монолитный,2025,,3.0,,2 с/у и более,,паркинг,полностью,,,,,,,Е-900 6,Нура р-н,51.134362,71.394254,2026-01-04T01:29:15.852725,,1
1721,1008310985,https://krisha.kz/a/show/1008310985?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=19755,krisha.kz,,,1,50.7,,,8.0,24.0,47159,24000000,930,,2019,,,,,,,,,,,,,,Шокан Уалиханов 23,р-н Байконур,51.175551,71.436879,2026-01-04T01:29:22.832482,,1
1722,698228273,https://krisha.kz/a/show/698228273?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=175,krisha.kz,,Гранд Астана Элит,3,165.0,,21.2,4.0,18.0,196498,100000000,1190,монолитный,2010,,3.0,,2 с/у и более,несколько балконов или лоджий,паркинг,полностью,ламинат,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",,,,Калдаякова 1 — Калдаякова-Нажимеденова (у набережной),Алматы р-н,51.119541,71.455303,2026-01-04T01:29:30.194018,,1
1723,691136794,https://krisha.kz/a/show/691136794?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=8404,krisha.kz,,Hokkaido,1,36.0,,10.0,3.0,16.0,33404,17000000,927,монолитный,2024,,3.0,черновая отделка,совмещенный,балкон и лоджия,паркинг,без мебели,плитка,,"домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон, консьерж",,,,К. Мухамедханова 49 — Шоссе Коргалжын,Нура р-н,51.147139,71.353372,2026-01-04T01:29:45.209961,,1
1724,1004354478,https://krisha.kz/a/show/1004354478?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=1202,krisha.kz,,Самрук Towers,2,58.8,,8.0,5.0,14.0,62879,32000000,1069,монолитный,2019,,2.7,,2 с/у и более,балкон,паркинг,полностью,ламинат,,"домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",,,,Кайыма Мухамедханова — Мухамедханова-Нарикбаева,Нура р-н,51.140907,71.386879,2026-01-04T01:29:54.466029,,1
1725,760831422,https://krisha.kz/a/show/760831422,krisha.kz,,Мерей,3,110.0,,14.0,11.0,17.0,84494,43000000,768,монолитный,2006,,2.7,,раздельный,несколько балконов или лоджий,паркинг,,ламинат,,"домофон, видеонаблюдение",,,,Кюйши Дины 22 — ТРЦ Евразия,Алматы р-н,51.147419001898,71.476826481521,2026-01-04T01:30:02.738820,,1
1726,1004309731,https://krisha.kz/a/show/1004309731,krisha.kz,,,3,80.0,,15.0,4.0,9.0,47159,24000000,589,монолитный,2026,,,черновая отделка,совмещенный,балкон,паркинг,,,,,,,,Кошкарбаева 68,,51.145829363621,71.53069290744,2026-01-04T01:30:18.635759,,1
1727,1007702369,https://krisha.kz/a/show/1007702369?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=4006,krisha.kz,,"Баскару 2, 3, 4, 5",3,68.0,,15.0,5.0,9.0,62879,32000000,924,кирпичный,2022,,2.85,,совмещенный,лоджия,паркинг,полностью,ламинат,,"домофон, кодовый замок, видеонаблюдение",,,,"Калдаяков 24 — ТЦ Damu Mall, Калдаякова - Азербаева",Алматы р-н,51.112396606086,71.491236276055,2026-01-04T01:30:27.855010,,1
1728,1000499953,https://krisha.kz/a/show/1000499953?srchid=019b7a23-b115-7b9f-b72e-176c653b507b&srchtype=filter&srchpos=5239,krisha.kz,,Arena. Lite,2,41.33,,22.0,14.0,16.0,66809,34000000,1616,монолитный,2025,,2.65,,совмещенный,лоджия,паркинг,,ламинат,,,,,,Толеби 24,Нура р-н,51.107729,71.390688,2026-01-04T01:30:34.602369,,1
1729,1007271883,https://krisha.kz/a/show/1007271883?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=13837,krisha.kz,,Саранда,3,93.8,,18.2,6.0,7.0,101982,51900000,1087,монолитный,2015,,2.75,,,,паркинг,,,,,,,,Аль-фараби — Улы Дала,Есильский р-н,51.093747968876,71.452234553145,2026-01-04T01:30:42.831054,,1
1730,1007941852,https://krisha.kz/a/show/1007941852?srchid=019b7a23-b115-7b9f-b72e-176c653b507b&srchtype=filter&srchpos=5970,krisha.kz,,,1,43.4,,8.83,4.0,9.0,46766,23800000,1077,кирпичный,2026,,,,совмещенный,балкон,паркинг,без мебели,,,"домофон, кодовый замок, видеонаблюдение, видеодомофон",,,,e882 — возле жк Abay Joly,Нура р-н,51.164064,71.395269,2026-01-04T01:30:53.017833,,1
1731,1008158784,https://krisha.kz/a/show/1008158784?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=16880,krisha.kz,,Sharyn,1,33.0,,,9.0,12.0,49124,25000000,1488,кирпичный,2024,,3.0,свежий ремонт,совмещенный,,,полностью,ламинат,,"домофон, видеонаблюдение",,,,Чингиз Айтматов 77/2,Сарыарка р-н,51.166471443707,71.373421962008,2026-01-04T01:31:06.416268,,1
1732,1008358222,https://krisha.kz/a/show/1008358222,krisha.kz,,Abat,1,38.34,,,12.0,12.0,60914,31000000,1588,кирпичный,2026,,3.0,,,,паркинг,,,,,,,,"ул. Жошы хан, 12/3 12/3",Есильский р-н,51.10182286931,71.442136694277,2026-01-04T01:31:15.039651,,1
1733,1008006274,https://krisha.kz/a/show/1008006274?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=16961,krisha.kz,,,1,35.3,,,6.0,12.0,30457,15500000,862,,2010,,,,,,,,,,,,,,Дукенулы 38,Сарыарка р-н,51.180723,71.437068,2026-01-04T01:31:30.401716,,1
1734,1008006747,https://krisha.kz/a/show/1008006747,krisha.kz,,Uly Dala Park | Life,2,62.24,,12.06,14.0,14.0,64844,33000000,1041,монолитный,2026,,,,,,,,,,,,,,"Пр. Улы Дала, между ул. Толе би и ул. Ч. Айтматова 24",Нура р-н,51.102008945319,71.374082565198,2026-01-04T01:31:36.834856,,1
1735,1007647691,https://krisha.kz/a/show/1007647691?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=7671,krisha.kz,,Dauletti Qalashyq,1,38.0,,,11.0,12.0,54037,27500000,1422,монолитный,2025,,3.0,,совмещенный,балкон,паркинг,полностью,ламинат,,"охрана, домофон, сигнализация, видеонаблюдение, видеодомофон, консьерж",,,,Байтурсынова 30 — А426,Алматы р-н,51.115678443791,71.521672158158,2026-01-04T11:58:49.033276,2026-01-06T23:35:02.560803,1
1736,684360422,https://krisha.kz/a/show/684360422?srchid=019b7a23-b115-7b9f-b72e-176c653b507b&srchtype=filter&srchpos=4096,krisha.kz,,,4,110.0,,12.0,1.0,9.0,96284,49000000,875,кирпичный,2000,,2.6,свежий ремонт,раздельный,несколько балконов или лоджий,рядом охраняемая стоянка,полностью,ламинат,,"решетки на окнах, домофон, кодовый замок, видеонаблюдение",,,,Рыскулбеков 7 — Нац гвардия,Алматы р-н,51.154026,71.494434,2026-01-04T01:31:55.331375,,1
1737,1006899499,https://krisha.kz/a/show/1006899499?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=15472,krisha.kz,,Лея,1,38.8,,10.8,2.0,10.0,35369,18000000,911,кирпичный,2012,,2.7,"не новый, но аккуратный ремонт",совмещенный,,паркинг,,ламинат,,,,,,Потанина 3/2,Сарыарка р-н,51.182935529337,71.401841806146,2026-01-04T01:32:09.858525,,1
1738,1002048923,https://krisha.kz/a/show/1002048923,krisha.kz,,Auez,1,35.88,,,4.0,9.0,47159,24000000,1314,монолитный,2026,,3.0,черновая отделка,,,паркинг,,,,,,,,Сагадат Нурмагамбетов 17,Алматы р-н,51.113877909608,71.481329798644,2026-01-04T12:44:42.452868,2026-01-06T23:35:02.638696,1
1739,1007748417,https://krisha.kz/a/show/1007748417?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=20391,krisha.kz,,Family Park,3,109.0,,15.0,3.0,6.0,67968,34590000,623,кирпичный,2020,,3.0,,,балкон и лоджия,паркинг,,,,,,,,Кабанбай батыра 75а,Есильский р-н,51.062887754141,71.404512282118,2026-01-04T01:32:26.569703,,1
1740,1008089527,https://krisha.kz/a/show/1008089527?srchid=019b7a23-b115-7b9f-b72e-176c653b507b&srchtype=filter&srchpos=5774,krisha.kz,,Nexpo Classic,1,39.0,,,9.0,12.0,75651,38500000,1939,монолитный,2023,,3.0,,совмещенный,лоджия,паркинг,без мебели,ламинат,,,,,,Турар Рыскулов 1,Есильский р-н,51.086848109418,71.403626137089,2026-01-04T12:56:31.254069,2026-01-06T23:35:02.659643,1
1741,1004773195,https://krisha.kz/a/show/1004773195?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=2511,krisha.kz,,Central Park,3,118.6,,15.4,2.0,9.0,255447,130000000,2153,монолитный,2019,,3.0,свежий ремонт,2 с/у и более,лоджия,паркинг,полностью,ламинат,,"видеонаблюдение, видеодомофон",,,,Туран 3,Нура р-н,51.153738195372,71.411106000785,2026-01-04T01:32:45.305826,,1
1742,1006082039,https://krisha.kz/a/show/1006082039?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=22128,krisha.kz,,ONER,3,60.0,,,2.0,9.0,78402,39900000,1306,монолитный,2022,,3.0,,совмещенный,,паркинг,частично,,,"кодовый замок, видеонаблюдение, видеодомофон",,,,"Анет баба 9/3 — TЦ Хан шатыр. алея ,",Нура р-н,51.137429236945,71.383270064501,2026-01-04T01:32:53.226884,,1
1743,1006191455,https://krisha.kz/a/show/1006191455?srchid=019b7a65-053f-7c09-b6ca-4d3c225ac156&srchtype=filter&srchpos=15209,krisha.kz,,Jetisu.Aqsu,2,53.0,,,7.0,9.0,70738,35999500,1334,панельный,2024,,2.7,,совмещенный,лоджия,паркинг,полностью,ламинат,,"домофон, видеонаблюдение",,,,Е 509 11,Есильский р-н,51.085233,71.465688,2026-01-04T01:33:00.698112,,1
1744,1000791500,https://krisha.kz/a/show/1000791500?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=9333,krisha.kz,,Инжу (Інжу),2,48.0,,18.0,5.0,9.0,56984,29000000,1187,кирпичный,2024,,3.0,,совмещенный,лоджия,паркинг,без мебели,плитка,,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон, консьерж",,,,Омарова 19,Есильский р-н,51.137386,71.368948,2026-01-04T01:33:08.146448,,1
1745,1007880022,https://krisha.kz/a/show/1007880022,krisha.kz,,Gloria,3,100.0,,14.0,3.0,9.0,196498,100000000,1964,монолитный,2022,,3.0,свежий ремонт,раздельный,лоджия,паркинг,полностью,ламинат,,"охрана, кодовый замок, видеонаблюдение, видеодомофон",,,,Бокейхана 24 — бухар жырау -Бокейхана,Есильский р-н,51.09989765491,71.431448180844,2026-01-04T04:30:51.762853,2026-01-06T23:35:01.741589,1
1746,1008183432,https://krisha.kz/a/show/1008183432?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=15985,krisha.kz,,GreenLine.Tokyo,3,114.0,,,11.0,12.0,284922,145000000,2499,монолитный,2024,,3.0,,2 с/у и более,,паркинг,полностью,,,,,,,Мухамедханова,Нура р-н,51.135876781257,71.402650676399,2026-01-04T01:33:29.687944,,1
1747,1008320237,https://krisha.kz/a/show/1008320237?srchid=019b7a65-053f-7c09-b6ca-4d3c225ac156&srchtype=filter&srchpos=17450,krisha.kz,,Green Park,1,35.0,,,4.0,9.0,49124,25000000,1403,кирпичный,2018,,2.7,,,,паркинг,,,,,,,,Анет баба 1,Нура р-н,51.131115525642,71.382423407407,2026-01-04T11:26:20.500660,2026-01-06T23:35:02.503577,1
1748,1007565623,https://krisha.kz/a/show/1007565623?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=4380,krisha.kz,,,3,84.0,,13.0,6.0,7.0,75651,38500000,900,,2016,,,"не новый, но аккуратный ремонт",раздельный,балкон и лоджия,паркинг,полностью,,,,,,,Айтматова 31а — ВЫГОДНОЕ ПРЕДЛОЖЕНИЕ,Нура р-н,51.133577,71.360576,2026-01-04T09:15:46.428923,2026-01-06T23:35:02.265541,1
1749,1005683702,https://krisha.kz/a/show/1005683702?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=77,krisha.kz,,Namys,3,83.41,,,,,67198,34198000,805,монолитный,2026,,,,совмещенный,,,,,,,,,,Сафуан Шаймерденов 1,Сарайшык р-н,51.116459765381,71.535430280927,2026-01-04T01:34:02.144025,,1
1750,1008378100,https://krisha.kz/a/show/1008378100?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=7884,krisha.kz,,Томирис,3,73.0,,,12.0,19.0,72704,37000000,995,монолитный,2020,,2.8,,,,паркинг,,,,,,,,А-62 8,Сарайшык р-н,51.112364268758,71.536746025085,2026-01-04T01:34:11.339494,,1
1751,1007162355,https://krisha.kz/a/show/1007162355?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=7005,krisha.kz,,Dauys,1,40.0,,,2.0,12.0,56984,29000000,1424,монолитный,2025,,3.0,,совмещенный,,паркинг,,ламинат,,,,,,Жумекен Нажимеденов 28,Сарайшык р-н,51.115510282446,71.494574322709,2026-01-04T04:54:37.745805,2026-01-06T23:35:01.786390,1
1752,1008029223,https://krisha.kz/a/show/1008029223?srchid=019b7a65-053f-7c09-b6ca-4d3c225ac156&srchtype=filter&srchpos=13559,krisha.kz,,Аль-Фараби-2,1,45.0,,10.9,9.0,10.0,43229,22000000,960,кирпичный,2010,,,,,,,,,,,,,,Кудайбердыулы 36/3,Алматы р-н,51.156046946866,71.495479982695,2026-01-04T01:34:33.274948,,1
1753,1008103463,https://krisha.kz/a/show/1008103463?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=4254,krisha.kz,,Кок жайлау,3,84.0,,,,,137548,70000000,1637,монолитный,2022,,3.0,,,,паркинг,,,,,,,,Казыбек Би 9/2 — Binom им. Алтынсарина,Нура р-н,51.118184,71.39076,2026-01-04T08:01:53.790544,2026-01-06T23:35:02.126628,1
1754,1007646775,https://krisha.kz/a/show/1007646775?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=15999,krisha.kz,,Parkland,3,68.4,,6.2,11.0,14.0,58360,29700000,853,монолитный,2020,,,,,,,,,,,,,,С 902 8,Сарыарка р-н,51.17455414127,71.352390463068,2026-01-04T01:34:55.746884,,1
1755,1007417914,https://krisha.kz/a/show/1007417914?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=8446,krisha.kz,,Арайлым,4,190.0,,,6.0,9.0,192568,98000000,1013,монолитный,2008,,3.0,,2 с/у и более,лоджия,паркинг,частично,ламинат,,,,,,Сарайшык 36 — Байтерека,Есильский р-н,51.132468559319,71.435081586242,2026-01-04T01:35:04.293290,,1
1756,1007581362,https://krisha.kz/a/show/1007581362?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=18726,krisha.kz,,,2,43.0,,,5.0,9.0,53054,27000000,1233,,2015,,2.7,"не новый, но аккуратный ремонт",,балкон,,полностью,,,,,,,Алихана Бокейханова 30 — Президентские гаражи,Есильский р-н,51.097712,71.430959,2026-01-04T04:03:30.348780,2026-01-06T23:35:01.688712,1
1757,696643693,https://krisha.kz/a/show/696643693?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=874,krisha.kz,,Atlant,2,65.0,,,14.0,16.0,176848,90000000,2720,,2023,,,свежий ремонт,,,,,,,,,,,Сарайшык 8 — Свежий ремонт,Есильский р-н,51.135018,71.421212,2026-01-04T02:55:03.724244,2026-01-06T23:35:01.558731,1
1758,1007880132,https://krisha.kz/a/show/1007880132,krisha.kz,,La Vie,7,222.0,,,17.0,18.0,491245,250000000,2212,монолитный,2025,,3.2,черновая отделка,,,паркинг,,,,,,,,Кошкарбаева — Момышулы,Алматы р-н,51.129557504099,71.462520171693,2026-01-04T01:35:41.023330,,1
1759,1007446763,https://krisha.kz/a/show/1007446763?srchid=019b7a65-053f-7c09-b6ca-4d3c225ac156&srchtype=filter&srchpos=681,krisha.kz,,,1,42.8,,,12.0,12.0,35743,18190000,835,кирпичный,2026,,,,,,,,,,,,,,Ч. Айтматова — Молдагалиев,Нура р-н,51.127291079654,71.356698976338,2026-01-04T03:32:35.063314,2026-01-06T23:35:01.632336,1
1760,1007973504,https://krisha.kz/a/show/1007973504,krisha.kz,,,1,22.0,,,8.0,10.0,25544,13000000,1161,кирпичный,2023,,2.8,свежий ремонт,совмещенный,лоджия,,полностью,паркет,,"домофон, видеонаблюдение",,,,Калдаякова 26,Алматы р-н,51.112038,71.493778,2026-01-04T01:36:11.937990,,1
1761,1007957841,https://krisha.kz/a/show/1007957841?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=9636,krisha.kz,,Safuan,1,40.5,,14.4,3.0,5.0,34387,17500000,849,кирпичный,2025,,,,,,,,,,,,,,Аккемер 14/1 — Улы Дала,Есильский р-н,51.091495472577,71.491849422237,2026-01-04T05:09:50.447844,2026-01-06T23:35:01.812567,1
1762,1001271845,https://krisha.kz/a/show/1001271845,krisha.kz,,Akjol,1,30.9,,,4.0,5.0,24562,12500000,794,кирпичный,2024,,2.8,черновая отделка,совмещенный,балкон,,,,,"охрана, видеонаблюдение",,,,Аль-Фараби проспект 76,Есильский р-н,51.047634910066,71.444276915905,2026-01-04T10:53:17.943215,2026-01-06T23:35:02.442289,1
1763,1006038921,https://krisha.kz/a/show/1006038921?srchid=019b7a3b-e51d-764f-a61a-c2ea5132db39&srchtype=filter&srchpos=74,krisha.kz,,Алтын Саулет,2,43.0,,,14.0,16.0,46175,23499000,1073,монолитный,2025,,3.0,черновая отделка,совмещенный,лоджия,паркинг,,,,"домофон, видеодомофон",,,,Е-429 — Айтматова,Нура р-н,51.140946,71.359642,2026-01-04T01:36:47.845512,,1
1764,1008347253,https://krisha.kz/a/show/1008347253?srchid=019b7a65-053f-7c09-b6ca-4d3c225ac156&srchtype=filter&srchpos=13560,krisha.kz,,Замечательный,1,18.0,,,1.0,12.0,27509,14000000,1528,кирпичный,2009,,2.7,,,,паркинг,,,,,,,,Торайгырова 4,Сарыарка р-н,51.172781619288,71.428573708981,2026-01-04T01:36:57.223765,,1
1765,1008312935,https://krisha.kz/a/show/1008312935?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=15749,krisha.kz,,,2,47.0,,,2.0,5.0,38317,19500000,815,панельный,1990,,,,,,,,,,,,,,Куйши Дина 4а,Алматы р-н,51.145636,71.464799,2026-01-04T01:37:05.721959,,1
1766,1007901453,https://krisha.kz/a/show/1007901453?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=18306,krisha.kz,,Sensata Plaza,4,121.1,,16.3,16.0,18.0,235798,120000000,1947,монолитный,2023,,3.0,свежий ремонт,2 с/у и более,,паркинг,полностью,ламинат,,,,,,Тауелсиздик 56/2 — Центральная площадь,Сарайшык р-н,51.11631161618,71.467271926288,2026-01-04T01:37:16.778801,,1
1767,1008187864,https://krisha.kz/a/show/1008187864?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=12337,krisha.kz,,Dauys,2,38.5,,12.0,6.0,12.0,60718,30900000,1577,кирпичный,2025,,3.0,свежий ремонт,,,паркинг,,,,,,,,Жумекен Нажимеденов 28 — Damu mall,Сарайшык р-н,51.115566082975,71.493602195039,2026-01-04T01:37:26.354672,,1
1768,1002432462,https://krisha.kz/a/show/1002432462?srchid=019b7a85-720b-7c77-a45d-b7962b99e132&srchtype=filter&srchpos=17062,krisha.kz,,Жансая,2,83.3,,,2.0,7.0,98249,50000000,1179,монолитный,2004,,3.0,"не новый, но аккуратный ремонт",,балкон,паркинг,полностью,ламинат,,,,,,Кабанбай батыра 34/1 — КазМунайГаз,Есильский р-н,51.129399226954,71.415640945779,2026-01-04T01:37:42.087411,,1
