Id,number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
4070,1.0,3,2,2018.0,4.0,38.0,3,34000000.0
4071,3.0,6,1,2021.0,1.0,88.0,3,57000000.0
4072,4.0,2,3,1990.0,1.0,91.0,3,58000000.0
4073,3.0,0,2,2015.0,4.0,88.0,2,38500000.0
4074,2.0,5,1,1984.0,4.0,77.0,3,56000000.0
4075,3.0,6,2,2019.0,10.0,76.0,3,29000000.0
4076,1.0,4,2,2007.0,1.0,45.0,3,24500000.0
4077,3.0,3,3,1993.0,5.0,73.0,3,56000000.0
4078,2.0,3,2,2023.0,6.0,73.1,4,75000000.0
4079,1.0,4,1,1989.0,4.0,33.0,3,18500000.0
4080,3.0,2,3,1984.0,3.0,56.0,2,33900000.0
4081,2.0,5,2,2023.0,10.0,62.63,0,27000000.0
4082,2.0,1,2,2019.0,7.0,43.0,3,56000000.0
4083,3.0,5,2,2016.0,11.0,120.0,3,135000000.0
4084,3.0,5,1,1971.0,4.0,81.0,3,88000000.0
4085,3.0,3,2,2019.0,15.0,97.2,2,53500000.0
4086,2.0,3,2,2022.0,11.0,53.0,3,50000000.0
4087,2.0,6,2,2022.0,3.0,52.0,4,22000000.0
4088,1.0,2,3,1982.0,5.0,33.0,3,21500000.0
4089,2.0,3,3,1971.0,4.0,43.0,1,29900000.0
4090,2.0,0,2,2013.0,7.0,70.0,3,35000000.0
4091,1.0,0,2,2022.0,3.0,26.1,3,17000000.0
4092,1.0,2,3,1967.0,3.0,33.0,3,21700000.0
4093,1.0,2,2,2006.0,8.0,53.0,3,29500000.0
4094,2.0,1,3,1982.0,9.0,57.0,3,41200000.0
4095,1.0,0,2,2017.0,2.0,40.2,3,26000000.0
4096,3.0,5,1,1975.0,4.0,63.5,3,70000000.0
4097,2.0,3,2,2022.0,13.0,82.5,3,107000000.0
4098,3.0,3,2,2016.0,10.0,82.0,3,57500000.0
4099,1.0,2,3,1963.0,1.0,31.9,3,23500000.0
4100,3.0,1,2,2020.0,11.0,80.4,3,80000000.0
4101,1.0,6,2,2023.0,8.0,39.0,4,21000000.0
4102,1.0,1,3,1981.0,5.0,33.0,3,27000000.0
4103,3.0,3,2,2019.0,16.0,86.0,3,61000000.0
4104,3.0,2,3,1970.0,2.0,65.0,3,45000000.0
4105,4.0,5,1,1980.0,2.0,120.0,3,93000000.0
4106,2.0,4,2,2004.0,1.0,61.0,3,32500000.0
4107,4.0,3,2,2015.0,8.0,166.3,3,319296000.0
4108,3.0,3,2,2007.0,2.0,97.2,3,65000000.0
4109,1.0,1,2,2021.0,4.0,47.0,3,44000000.0
4110,2.0,2,3,1975.0,4.0,45.0,3,25000000.0
4111,1.0,0,2,2014.0,4.0,48.0,3,22000000.0
4112,3.0,0,2,2015.0,3.0,82.0,3,42500000.0
4113,1.0,7,2,2021.0,6.0,47.0,3,28000000.0
4114,4.0,5,2,2017.0,7.0,160.0,3,195000000.0
4115,3.0,3,2,2008.0,7.0,147.0,3,107000000.0
4116,2.0,2,3,2009.0,4.0,54.0,3,34000000.0
4117,3.0,1,2,2022.0,14.0,90.0,3,92000000.0
4118,2.0,2,3,1968.0,4.0,43.0,3,28000000.0
4119,2.0,6,2,2019.0,6.0,45.45,1,26000000.0
4120,2.0,7,1,1979.0,3.0,50.5,3,28600000.0
4121,2.0,6,2,2022.0,3.0,72.0,3,32500000.0
4122,3.0,3,3,1970.0,4.0,56.6,3,34000000.0
4123,1.0,7,2,2017.0,4.0,44.8,3,23500000.0
4124,1.0,7,1,1960.0,1.0,20.0,3,10500000.0
4125,4.0,1,3,1981.0,4.0,75.0,2,40000000.0
4126,3.0,1,1,1975.0,5.0,70.0,3,50000000.0
4127,2.0,3,1,1988.0,2.0,50.0,3,27000000.0
4128,3.0,7,1,1973.0,2.0,60.6,1,27000000.0
4129,2.0,5,2,2019.0,6.0,57.0,0,21000000.0
4130,3.0,1,1,1990.0,4.0,81.0,3,73000000.0
4131,3.0,5,2,2020.0,3.0,83.0,3,47999999.0
4132,3.0,2,3,1967.0,1.0,59.0,1,35000000.0
4133,2.0,0,2,2013.0,2.0,66.0,3,34000000.0
4134,2.0,3,2,2019.0,7.0,46.0,4,37500000.0
4135,2.0,6,2,2020.0,3.0,72.0,3,40000000.0
4136,4.0,3,2,2023.0,3.0,165.7,3,125000000.0
4137,2.0,6,3,1989.0,6.0,50.0,3,27000000.0
4138,3.0,7,3,1991.0,5.0,68.6,2,29500000.0
4139,2.0,6,3,2022.0,4.0,61.0,4,31000000.0
4140,1.0,5,2,2024.0,6.0,26.25,4,11000000.0
4141,2.0,6,2,2022.0,5.0,52.0,4,31200000.0
4142,1.0,5,2,2020.0,3.0,25.0,3,18500000.0
4143,2.0,6,2,2019.0,5.0,62.3,3,34500000.0
4144,2.0,7,1,1970.0,2.0,45.0,1,21000000.0
4145,3.0,3,1,1989.0,5.0,64.0,3,63300000.0
4146,3.0,1,3,1978.0,3.0,65.0,3,40000000.0
4147,5.0,5,2,2023.0,1.0,203.0,0,220000000.0
4148,3.0,3,2,2016.0,13.0,100.0,3,71500000.0
4149,2.0,3,2,2018.0,1.0,60.0,3,62000000.0
4150,2.0,1,2,2014.0,1.0,98.6,3,69000000.0
4151,5.0,3,2,2010.0,3.0,283.0,4,160000000.0
4152,2.0,0,2,2017.0,1.0,54.0,3,23000000.0
4153,2.0,3,3,1984.0,5.0,52.0,3,42000000.0
4154,3.0,6,2,2022.0,10.0,90.0,3,45000000.0
4155,1.0,4,2,2013.0,2.0,25.0,3,9990000.0
4156,1.0,3,2,2014.0,12.0,40.0,3,33000000.0
4157,3.0,3,1,1976.0,4.0,83.3,3,44000000.0
4158,3.0,6,2,2011.0,10.0,89.8,4,44676039.0
4159,3.0,1,1,1993.0,5.0,73.9,1,48500000.0
4160,2.0,2,2,2016.0,15.0,54.0,3,35500000.0
4161,2.0,1,2,2023.0,11.0,45.0,3,42000000.0
4162,2.0,3,2,2019.0,3.0,40.0,3,36500000.0
4163,3.0,3,2,2017.0,4.0,93.0,3,84000000.0
4164,3.0,0,2,2022.0,10.0,70.5,3,46000000.0
4165,2.0,2,3,1968.0,3.0,44.4,2,25500000.0
4166,4.0,2,3,1991.0,5.0,83.6,3,43000000.0
4167,2.0,3,2,2017.0,9.0,75.0,3,65000000.0
4168,3.0,1,1,1989.0,2.0,75.0,3,46500000.0
4169,5.0,5,2,2018.0,7.0,230.0,3,289000000.0
4170,1.0,3,2,2018.0,10.0,51.0,3,57000000.0
4171,2.0,3,2,2022.0,3.0,70.0,3,60000000.0
4172,2.0,2,3,1986.0,9.0,52.0,3,33500000.0
4173,3.0,1,3,1977.0,5.0,61.0,2,31500000.0
4174,1.0,6,2,2012.0,2.0,60.0,3,25000000.0
4175,2.0,1,2,2012.0,7.0,63.0,3,37000000.0
4176,3.0,1,2,2023.0,11.0,100.0,4,63900000.0
4177,3.0,1,3,1992.0,4.0,74.1,3,47500000.0
4178,2.0,5,2,1992.0,9.0,60.0,3,51500000.0
4179,2.0,0,2,2018.0,1.0,55.0,3,42000000.0
4180,1.0,2,2,2024.0,8.0,43.15,4,22460000.0
4181,3.0,0,0,2019.0,5.0,57.3,3,25000000.0
4182,4.0,3,2,2019.0,8.0,150.0,4,126000000.0
4183,1.0,0,2,2023.0,7.0,36.0,3,17000000.0
4184,4.0,6,2,2008.0,1.0,136.0,3,108000000.0
4185,3.0,3,3,1977.0,1.0,71.0,2,55000000.0
4186,3.0,3,1,1987.0,4.0,75.0,3,51500000.0
4187,3.0,4,2,2008.0,4.0,76.7,3,42000000.0
4188,2.0,3,2,2023.0,3.0,48.0,3,55000000.0
4189,5.0,6,2,2023.0,2.0,190.0,0,190000000.0
4190,1.0,3,1,1976.0,3.0,32.0,1,22000000.0
4191,4.0,5,2,2019.0,1.0,142.6,3,100000000.0
4192,2.0,2,3,1968.0,4.0,46.0,3,23000000.0
4193,3.0,3,2,2015.0,2.0,104.0,1,89000000.0
4194,3.0,3,2,2022.0,9.0,70.0,3,83990000.0
4195,3.0,3,3,1982.0,8.0,72.0,3,46500000.0
4196,3.0,3,2,2018.0,12.0,82.0,3,61000000.0
4197,2.0,0,2,2012.0,5.0,75.0,1,31900000.0
4198,3.0,5,2,2018.0,3.0,75.0,3,92000000.0
4199,3.0,3,2,2023.0,20.0,110.0,4,80000000.0
4200,3.0,1,3,1976.0,1.0,63.0,3,38000000.0
4201,1.0,3,2,2015.0,12.0,46.0,3,36500000.0
4202,1.0,3,3,1972.0,5.0,34.0,3,32000000.0
4203,3.0,1,3,1979.0,3.0,59.3,3,65000000.0
4204,2.0,3,2,2015.0,12.0,56.0,3,40000000.0
4205,2.0,5,3,1976.0,1.0,45.0,3,37500000.0
4206,2.0,1,1,1960.0,2.0,42.3,2,45000000.0
4207,4.0,3,2,2006.0,24.0,135.8,3,128000000.0
4208,1.0,0,2,2014.0,1.0,42.7,3,24000000.0
4209,4.0,2,1,1982.0,5.0,86.4,1,50000000.0
4210,1.0,6,1,2014.0,4.0,20.0,3,10500000.0
4211,3.0,6,2,2012.0,7.0,132.0,3,50000000.0
4212,3.0,1,3,1986.0,2.0,70.0,3,48000000.0
4213,4.0,1,2,2022.0,4.0,140.0,4,98000000.0
4214,3.0,0,2,2015.0,11.0,84.0,3,45500000.0
4215,3.0,3,2,2020.0,3.0,100.0,3,90000000.0
4216,2.0,3,3,1977.0,3.0,45.0,3,29000000.0
4217,2.0,0,2,2023.0,3.0,60.0,3,33500000.0
4218,2.0,6,2,2019.0,3.0,62.0,3,31500000.0
4219,3.0,1,3,1979.0,2.0,68.0,2,33500000.0
4220,3.0,2,3,1994.0,3.0,70.0,3,40000000.0
4221,2.0,7,1,1956.0,1.0,45.0,3,19000000.0
4222,1.0,3,3,1983.0,3.0,33.0,2,25500000.0
4223,1.0,1,2,2011.0,2.0,46.0,3,32000000.0
4224,2.0,7,1,1965.0,3.0,44.5,3,26500000.0
4225,2.0,3,2,2023.0,14.0,55.7,4,36500000.0
4226,2.0,2,2,2009.0,9.0,57.0,3,35500000.0
4227,2.0,2,2,2023.0,13.0,64.0,4,44900000.0
4228,4.0,3,2,2019.0,9.0,112.6,3,130000000.0
4229,3.0,7,1,1975.0,2.0,68.0,3,43000000.0
4230,4.0,5,2,2017.0,5.0,167.0,4,125250000.0
4231,3.0,6,2,2014.0,10.0,75.0,3,36000000.0
4232,2.0,3,0,2010.0,3.0,70.0,3,65000000.0
4233,3.0,6,2,2022.0,3.0,74.0,3,80000000.0
4234,3.0,5,1,1978.0,5.0,80.0,3,52000000.0
4235,3.0,3,2,2021.0,8.0,80.0,3,108000000.0
4236,2.0,0,2,2018.0,7.0,65.0,3,32000000.0
4237,1.0,4,2,2005.0,1.0,47.0,3,28000000.0
4238,2.0,3,2,2022.0,1.0,70.2,0,48650000.0
4239,3.0,2,2,1998.0,8.0,67.0,3,37990000.0
4240,2.0,2,3,1987.0,1.0,50.0,2,28000000.0
4241,3.0,2,2,2009.0,10.0,93.4,3,62000000.0
4242,2.0,3,2,2010.0,5.0,60.0,3,50000000.0
4243,3.0,5,2,2017.0,2.0,101.0,3,105000000.0
4244,1.0,3,2,2022.0,11.0,29.0,4,26500000.0
4245,1.0,1,3,1985.0,4.0,30.5,3,23000000.0
4246,2.0,3,1,1962.0,2.0,42.0,3,28500000.0
4247,3.0,5,1,1975.0,5.0,82.0,3,70000000.0
4248,3.0,2,2,2007.0,4.0,120.0,3,67000000.0
4249,3.0,6,2,2023.0,2.0,91.23,0,40200000.0
4250,2.0,5,3,1985.0,8.0,60.0,3,52500000.0
4251,1.0,6,1,2020.0,3.0,32.0,1,19500000.0
4252,2.0,7,1,2019.0,1.0,56.0,3,30000000.0
4253,2.0,6,2,2014.0,15.0,94.0,3,31000000.0
4254,3.0,3,3,1973.0,1.0,58.0,3,34000000.0
4255,3.0,4,1,1984.0,1.0,63.0,3,38500000.0
4256,3.0,2,3,1965.0,1.0,58.3,3,35000000.0
4257,2.0,3,2,2023.0,3.0,57.0,4,41000000.0
4258,1.0,3,2,2021.0,4.0,37.0,3,35000000.0
4259,2.0,4,3,1984.0,5.0,45.0,3,23500000.0
4260,2.0,1,2,2021.0,12.0,57.0,3,58000000.0
4261,4.0,1,2,2018.0,2.0,92.0,3,85000000.0
4262,3.0,2,3,1976.0,4.0,63.0,3,37500000.0
4263,3.0,5,1,1979.0,5.0,74.5,3,67000000.0
4264,2.0,4,1,1952.0,1.0,37.0,1,15000000.0
4265,1.0,2,1,1988.0,3.0,32.0,3,23500000.0
4266,2.0,6,2,2019.0,9.0,60.0,3,27000000.0
4267,2.0,2,2,2013.0,12.0,68.0,3,39000000.0
4268,2.0,2,2,2018.0,5.0,60.0,3,34000000.0
4269,3.0,1,3,1970.0,4.0,60.0,3,37000000.0
4270,2.0,3,2,2019.0,14.0,80.0,3,62500000.0
4271,3.0,2,2,2012.0,5.0,75.8,3,45000000.0
4272,3.0,3,2,1990.0,7.0,92.0,3,67000000.0
4273,3.0,3,2,2018.0,1.0,81.0,3,75000000.0
4274,1.0,0,2,2012.0,4.0,51.0,2,21000000.0
4275,3.0,3,2,2022.0,3.0,102.0,3,92000000.0
4276,2.0,2,2,2006.0,3.0,58.2,3,42000000.0
4277,2.0,1,1,1963.0,4.0,55.0,3,55000000.0
4278,1.0,7,2,2016.0,7.0,45.0,2,24000000.0
4279,1.0,0,2,2023.0,3.0,40.3,4,17440000.0
4280,3.0,1,3,1988.0,9.0,80.0,3,59000000.0
4281,2.0,3,1,1984.0,5.0,53.0,1,37500000.0
4282,3.0,2,3,1984.0,5.0,61.0,3,38500000.0
4283,3.0,2,3,1965.0,2.0,58.0,3,40000000.0
4284,4.0,4,3,1988.0,5.0,81.5,3,42500000.0
4285,2.0,1,2,2016.0,18.0,60.0,3,36000000.0
4286,2.0,5,1,1994.0,3.0,66.1,3,67000000.0
4287,5.0,3,2,2017.0,6.0,245.0,3,210000000.0
4288,1.0,6,2,2020.0,4.0,38.0,3,26500000.0
4289,2.0,0,2,2019.0,10.0,56.0,3,36000000.0
4290,3.0,7,2,2021.0,2.0,73.4,4,38000000.0
4291,1.0,2,3,1968.0,1.0,32.0,3,21500000.0
4292,1.0,0,2,2017.0,9.0,41.0,3,31000000.0
4293,5.0,5,2,2007.0,2.0,200.0,3,250000000.0
4294,2.0,1,1,1977.0,2.0,50.0,3,50000000.0
4295,3.0,0,2,2019.0,10.0,70.4,3,36000000.0
4296,1.0,5,2,2020.0,9.0,38.0,3,23300000.0
4297,1.0,2,3,1965.0,2.0,17.0,2,11700000.0
4298,2.0,7,2,2015.0,8.0,66.0,3,33500000.0
4299,2.0,2,3,1968.0,2.0,44.8,1,28500000.0
4300,4.0,3,1,1988.0,5.0,95.0,3,60000000.0
4301,1.0,4,3,2005.0,2.0,15.0,3,6500000.0
4302,1.0,1,2,2024.0,6.0,41.3,4,22700000.0
4303,3.0,3,1,1961.0,4.0,57.0,3,30500000.0
4304,1.0,7,2,2022.0,1.0,35.0,3,13850000.0
4305,2.0,2,2,2024.0,2.0,46.6,4,27795680.0
4306,1.0,0,2,2011.0,6.0,30.0,3,20500000.0
4307,1.0,4,2,2019.0,6.0,34.0,3,19500000.0
4308,2.0,3,2,2008.0,4.0,80.0,3,80000000.0
4309,2.0,3,2,2006.0,4.0,52.0,3,42500000.0
4310,3.0,2,3,1969.0,1.0,55.4,1,27500000.0
4311,2.0,4,1,1954.0,1.0,40.4,3,16000000.0
4312,2.0,3,2,2017.0,6.0,62.0,3,55000000.0
4313,1.0,0,1,1990.0,1.0,34.2,3,20500000.0
4314,3.0,3,3,1971.0,2.0,61.0,3,42500000.0
4315,3.0,6,3,1987.0,2.0,60.0,1,32000000.0
4316,3.0,3,2,2017.0,10.0,135.0,3,78500000.0
4317,4.0,3,2,2019.0,9.0,182.3,4,105000000.0
4318,1.0,5,2,2019.0,1.0,37.0,3,22500000.0
4319,1.0,7,1,1988.0,5.0,35.0,3,19500000.0
4320,2.0,2,1,1989.0,3.0,50.0,1,34500000.0
4321,1.0,3,1,1988.0,1.0,36.0,3,27000000.0
4322,1.0,2,3,1989.0,1.0,40.0,3,25000000.0
4323,2.0,3,2,2018.0,1.0,39.4,3,37000000.0
4324,2.0,2,2,2007.0,9.0,98.8,3,68000000.0
4325,3.0,1,3,1977.0,5.0,65.9,3,42850000.0
4326,4.0,3,2,2021.0,5.0,114.0,4,99000000.0
4327,1.0,0,2,2018.0,3.0,24.0,3,13000000.0
4328,2.0,1,2,2022.0,14.0,50.0,3,42000000.0
4329,1.0,0,2,2017.0,1.0,41.0,3,22999999.0
4330,3.0,1,2,2015.0,11.0,95.0,3,53000000.0
4331,5.0,5,2,2008.0,9.0,193.0,3,165000000.0
4332,2.0,7,1,1963.0,1.0,48.0,1,22000000.0
4333,1.0,2,2,2014.0,14.0,50.0,3,34000000.0
4334,3.0,5,3,1965.0,4.0,59.0,3,25000000.0
4335,2.0,2,3,1968.0,1.0,44.0,3,24000000.0
4336,3.0,2,3,1988.0,9.0,72.7,3,46500000.0
4337,2.0,7,2,2017.0,9.0,66.2,3,36700000.0
4338,2.0,3,2,2023.0,9.0,56.2,4,35000000.0
4339,5.0,3,2,2019.0,2.0,185.0,0,92000000.0
4340,3.0,3,2,2022.0,10.0,112.0,3,90000000.0
4341,3.0,6,2,2019.0,8.0,62.5,3,32000000.0
4342,1.0,1,3,1981.0,1.0,31.0,3,23500000.0
4343,3.0,1,2,2023.0,6.0,78.0,4,36000000.0
4344,1.0,1,1,1962.0,3.0,31.0,3,25500000.0
4345,1.0,1,2,2023.0,11.0,28.8,4,21000000.0
4346,1.0,7,1,1986.0,5.0,12.0,3,7100000.0
4347,2.0,3,2,2019.0,16.0,81.0,3,75000000.0
4348,1.0,1,2,2023.0,7.0,45.0,2,22500000.0
4349,1.0,6,2,2019.0,7.0,28.0,1,16500000.0
4350,3.0,3,2,2018.0,7.0,84.0,3,62000000.0
4351,2.0,3,2,2023.0,9.0,77.0,4,67000000.0
4352,3.0,1,2,2021.0,4.0,89.7,3,72000000.0
4353,3.0,3,2,2023.0,4.0,109.1,0,65000000.0
4354,2.0,1,3,1985.0,3.0,54.0,3,32500000.0
4355,1.0,3,2,2016.0,12.0,45.0,3,37800000.0
4356,1.0,0,2,2023.0,5.0,47.0,4,20500000.0
4357,3.0,0,2,2018.0,2.0,93.0,3,55000000.0
4358,3.0,1,3,1974.0,2.0,60.0,3,50000000.0
4359,2.0,2,2,2008.0,9.0,50.0,1,32000000.0
4360,3.0,1,3,1985.0,9.0,68.0,1,49000000.0
4361,1.0,7,2,2010.0,5.0,42.0,3,22500000.0
4362,2.0,3,2,2016.0,12.0,57.0,3,57000000.0
4363,3.0,4,1,1987.0,3.0,67.0,3,35000000.0
4364,3.0,3,2,2013.0,6.0,87.0,3,73500000.0
4365,1.0,3,2,2023.0,10.0,31.22,4,25500000.0
4366,3.0,2,2,2015.0,2.0,88.0,3,69000000.0
4367,2.0,3,2,2020.0,5.0,65.0,4,55000000.0
4368,2.0,5,2,2010.0,4.0,88.0,3,43000000.0
4369,2.0,0,2,2015.0,12.0,66.0,3,31000000.0
4370,1.0,0,2,2023.0,1.0,28.0,4,15000000.0
4371,2.0,1,2,2012.0,11.0,64.8,3,54000000.0
4372,3.0,6,2,2019.0,3.0,92.0,3,43000000.0
4373,3.0,7,2,2014.0,3.0,70.0,3,38000000.0
4374,3.0,5,1,1970.0,5.0,112.0,3,75000000.0
4375,3.0,0,2,2023.0,2.0,86.0,0,60000000.0
4376,2.0,6,2,2010.0,6.0,65.0,3,41000000.0
4377,4.0,3,2,2015.0,31.0,260.0,3,1350000000.0
4378,3.0,6,2,2022.0,9.0,82.1,3,59000000.0
4379,3.0,5,2,2020.0,5.0,61.0,3,62000000.0
4380,1.0,6,2,2022.0,7.0,26.0,3,15700000.0
4381,2.0,5,2,2022.0,3.0,60.0,3,65000000.0
4382,2.0,3,3,1984.0,5.0,50.6,3,42000000.0
4383,3.0,5,2,2021.0,7.0,78.0,3,79500000.0
4384,1.0,0,2,2022.0,4.0,40.3,4,18000000.0
4385,3.0,2,2,2004.0,5.0,150.0,3,63000000.0
4386,3.0,2,3,1993.0,9.0,74.0,3,53000000.0
4387,4.0,3,2,2021.0,5.0,137.8,0,99216000.0
4388,1.0,2,3,1966.0,5.0,32.0,3,23800000.0
4389,2.0,6,2,2019.0,7.0,70.0,3,29800000.0
4390,2.0,4,3,1986.0,5.0,60.0,3,30800000.0
4391,3.0,4,1,1960.0,2.0,56.0,3,30000000.0
4392,2.0,0,2,2014.0,3.0,64.0,3,33000000.0
4393,3.0,1,3,1981.0,5.0,70.0,3,32500000.0
4394,3.0,1,3,1972.0,2.0,60.0,3,38000000.0
4395,1.0,6,2,2022.0,9.0,31.38,4,15000000.0
4396,3.0,3,1,1962.0,3.0,73.0,3,56000000.0
4397,2.0,0,2,2018.0,2.0,68.0,3,32500000.0
4398,3.0,6,2,2023.0,3.0,74.0,4,38480000.0
4399,2.0,0,2,2015.0,2.0,47.0,4,19000000.0
4400,1.0,0,2,2017.0,7.0,43.7,3,26500000.0
4401,4.0,3,2,2023.0,4.0,143.0,4,135700000.0
4402,2.0,5,2,2015.0,15.0,71.5,3,60600000.0
4403,2.0,0,2,2015.0,4.0,70.0,3,38500000.0
4404,2.0,2,3,1990.0,7.0,58.2,3,40500000.0
4405,3.0,7,3,1976.0,4.0,63.5,3,27500000.0
4406,1.0,7,1,1984.0,4.0,34.4,3,18300000.0
4407,3.0,3,2,2015.0,2.0,95.0,3,96000000.0
4408,3.0,3,2,2021.0,11.0,103.0,3,78000000.0
4409,3.0,3,1,1974.0,4.0,61.7,3,34000000.0
4410,3.0,1,1,1970.0,5.0,80.0,3,57900000.0
4411,1.0,2,3,1966.0,2.0,32.0,3,21000000.0
4412,1.0,4,2,2008.0,4.0,42.0,3,24000000.0
4413,2.0,7,2,2022.0,5.0,69.5,3,43000000.0
4414,3.0,3,2,2020.0,11.0,80.0,3,103500000.0
4415,3.0,0,2,2012.0,6.0,89.0,3,49500000.0
4416,1.0,4,3,1985.0,2.0,35.0,3,24500000.0
4417,1.0,6,2,2023.0,2.0,21.02,4,13499999.0
4418,3.0,3,2,2019.0,4.0,74.0,3,97000000.0
4419,3.0,6,1,1985.0,1.0,74.4,1,44900000.0
4420,2.0,0,2,2023.0,2.0,50.1,4,20300000.0
4421,2.0,3,3,1977.0,2.0,54.0,3,38500000.0
4422,2.0,2,3,1990.0,2.0,58.0,3,34000000.0
4423,1.0,1,2,2023.0,2.0,42.4,0,38300000.0
4424,2.0,3,3,2019.0,14.0,91.3,3,76000000.0
4425,4.0,2,3,1991.0,1.0,82.0,3,48000000.0
4426,3.0,3,1,1963.0,3.0,56.0,3,38500000.0
4427,4.0,3,1,1988.0,5.0,100.0,3,77000000.0
4428,4.0,3,2,2008.0,8.0,110.0,3,111999000.0
4429,4.0,5,2,2008.0,9.0,170.0,3,226000000.0
4430,3.0,3,1,1992.0,1.0,92.8,3,61000000.0
4431,1.0,2,3,1993.0,9.0,43.0,3,29000000.0
4432,3.0,1,3,2006.0,9.0,90.0,3,45500000.0
4433,3.0,3,3,1991.0,2.0,72.0,3,53500000.0
4434,2.0,3,2,2023.0,9.0,62.0,4,56500000.0
4435,2.0,3,2,2023.0,8.0,59.0,4,49500000.0
4436,1.0,1,3,1979.0,5.0,17.5,3,17500000.0
4437,3.0,7,1,2019.0,2.0,92.0,3,58000000.0
4438,2.0,3,2,2023.0,6.0,62.0,4,46300000.0
4439,2.0,4,2,2021.0,13.0,46.9,1,36500000.0
4440,2.0,6,2,2019.0,1.0,63.0,3,32600000.0
4441,2.0,0,2,2024.0,8.0,42.0,4,21000000.0
4442,5.0,2,2,2019.0,3.0,165.0,4,132000000.0
4443,3.0,3,2,2022.0,6.0,102.0,0,59000000.0
4444,2.0,0,2,2014.0,1.0,61.0,3,25000000.0
4445,3.0,1,3,1983.0,3.0,65.0,3,46000000.0
4446,1.0,2,1,1978.0,2.0,11.0,3,8500000.0
4447,2.0,5,2,2020.0,3.0,62.1,3,43500000.0
4448,2.0,3,1,1984.0,2.0,57.0,3,41000000.0
4449,3.0,2,3,1974.0,2.0,60.0,3,31000000.0
4450,2.0,6,2,2012.0,12.0,108.0,3,38000000.0
4451,3.0,1,2,2020.0,11.0,67.0,3,50000000.0
4452,2.0,2,2,2015.0,3.0,55.4,3,49000000.0
4453,3.0,0,2,2014.0,5.0,72.0,3,25600000.0
4454,2.0,0,2,2011.0,6.0,48.0,3,25000000.0
4455,2.0,2,3,1968.0,4.0,46.2,3,31500000.0
4456,2.0,7,2,2016.0,13.0,66.5,3,33999999.0
4457,1.0,6,2,2019.0,2.0,40.0,3,27000000.0
4458,2.0,3,3,1980.0,5.0,52.0,3,39500000.0
4459,2.0,1,1,1978.0,2.0,54.0,2,50000000.0
4460,3.0,1,1,1981.0,4.0,70.0,3,61100000.0
4461,2.0,1,1,1961.0,4.0,52.9,3,45000000.0
4462,3.0,2,3,1971.0,3.0,66.0,3,34499000.0
4463,1.0,2,3,1970.0,4.0,32.0,3,24500000.0
4464,2.0,2,2,2005.0,5.0,58.3,3,43500000.0
4465,1.0,3,3,1989.0,6.0,40.0,3,30500000.0
4466,3.0,5,1,1975.0,5.0,84.0,3,78000000.0
4467,3.0,2,3,1968.0,2.0,57.0,3,30500000.0
4468,2.0,0,2,2020.0,7.0,38.0,3,36500000.0
4469,4.0,6,1,2021.0,2.0,186.0,4,87000000.0
4470,3.0,3,2,2023.0,3.0,96.0,4,90000000.0
4471,1.0,0,2,2010.0,8.0,51.0,3,25800000.0
4472,1.0,1,2,2018.0,7.0,40.0,3,26500000.0
4473,1.0,1,2,2024.0,6.0,36.0,0,19500000.0
4474,3.0,6,2,2010.0,5.0,89.0,1,43000000.0
4475,2.0,1,3,1968.0,3.0,44.0,3,29500000.0
4476,2.0,1,3,1975.0,3.0,44.0,3,31000000.0
4477,3.0,5,2,2017.0,1.0,73.1,3,80410000.0
4478,2.0,6,2,2023.0,14.0,39.0,3,26500000.0
4479,1.0,0,2,2019.0,10.0,45.0,3,24500000.0
4480,4.0,2,2,1975.0,6.0,74.0,1,43500000.0
4481,3.0,5,1,1978.0,5.0,85.0,3,69500000.0
4482,3.0,1,3,1982.0,5.0,70.0,3,35000000.0
4483,2.0,0,1,1965.0,1.0,38.0,3,18700000.0
4484,1.0,3,1,1960.0,1.0,40.0,3,27700000.0
4485,2.0,3,2,2007.0,10.0,75.0,3,70000000.0
4486,2.0,6,2,2020.0,5.0,60.0,3,35000000.0
4487,1.0,2,3,1983.0,4.0,39.0,1,21400000.0
4488,1.0,4,3,2021.0,3.0,20.7,3,15000000.0
4489,3.0,6,2,2012.0,14.0,130.0,3,44700000.0
4490,2.0,3,1,2016.0,7.0,80.5,3,70000000.0
4491,4.0,2,3,1994.0,2.0,85.0,2,50000000.0
4492,3.0,4,1,1983.0,2.0,66.0,1,35000000.0
4493,1.0,4,3,1986.0,3.0,33.0,3,18900000.0
4494,2.0,3,1,1983.0,3.0,54.0,3,40000000.0
4495,2.0,3,3,1981.0,3.0,46.0,3,33000000.0
4496,3.0,5,1,1987.0,3.0,85.0,3,70000000.0
4497,2.0,0,2,2018.0,12.0,55.0,3,28000000.0
4498,2.0,3,2,2022.0,1.0,64.0,3,53500000.0
4499,1.0,2,3,1962.0,1.0,28.0,1,16000000.0
4500,3.0,3,2,2004.0,13.0,97.0,3,110000000.0
4501,2.0,3,2,2023.0,4.0,57.2,4,41900000.0
4502,1.0,3,1,2023.0,2.0,52.37,0,46452190.0
4503,2.0,2,3,1968.0,2.0,44.0,3,25000000.0
4504,2.0,3,2,2010.0,5.0,104.0,3,105000000.0
4505,2.0,3,3,1979.0,8.0,60.0,3,45000000.0
